"provinsi","kategori","kode_prov","kode_kategori","variable","value"
"Nusa Tenggara Timur","Konstruksi","53","F","Angka Pengganda Output Interregional","0.56162747450846"
"Nusa Tenggara Timur","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","53","G","Angka Pengganda Output Interregional","0.28783927149981"
"Nusa Tenggara Timur","Transportasi dan Pergudangan ","53","H","Angka Pengganda Output Interregional","0.5961292961034"
"Nusa Tenggara Timur","Penyediaan Akomodasi dan Makan Minum","53","I","Angka Pengganda Output Interregional","0.37391732681224"
"Nusa Tenggara Timur","Informasi dan Komunikasi","53","J","Angka Pengganda Output Interregional","0.33767059351969"
"Nusa Tenggara Timur","Jasa Keuangan dan Asuransi","53","K","Angka Pengganda Output Interregional","0.22331813435345"
"Nusa Tenggara Timur","Real Estate","53","L","Angka Pengganda Output Interregional","0.11590202479966"
"Nusa Tenggara Timur","Jasa Perusahaan","53","MN","Angka Pengganda Output Interregional","0.4522185588531"
"Nusa Tenggara Timur","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","53","O","Angka Pengganda Output Interregional","0.34896166886653"
"Nusa Tenggara Timur","Jasa Pendidikan","53","P","Angka Pengganda Output Interregional","0.30761519750038"
"Nusa Tenggara Timur","Jasa Kesehatan dan Kegiatan Sosial","53","Q","Angka Pengganda Output Interregional","0.47152266145119"
"Nusa Tenggara Timur","Jasa Lainnya","53","RSTU","Angka Pengganda Output Interregional","0.32703600623949"
"Kalimantan Barat","Pertanian, Kehutanan, dan Perikanan","61","A","Angka Pengganda Output Interregional","0.17750832492002"
"Kalimantan Barat","Pertambangan dan Penggalian ","61","B","Angka Pengganda Output Interregional","0.37212646838544"
"Kalimantan Barat","Industri Pengolahan","61","C","Angka Pengganda Output Interregional","0.22512678230845"
"Kalimantan Barat","Pengadaan Listrik dan Gas","61","D","Angka Pengganda Output Interregional","0.95362206196978"
"Kalimantan Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","61","E","Angka Pengganda Output Interregional","0.45283837814664"
"Kalimantan Barat","Konstruksi","61","F","Angka Pengganda Output Interregional","0.56910913440942"
"Kalimantan Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","61","G","Angka Pengganda Output Interregional","0.27792308121919"
"Kalimantan Barat","Transportasi dan Pergudangan ","61","H","Angka Pengganda Output Interregional","0.55426213975024"
"Kalimantan Barat","Penyediaan Akomodasi dan Makan Minum","61","I","Angka Pengganda Output Interregional","0.27518448329664"
"Kalimantan Barat","Informasi dan Komunikasi","61","J","Angka Pengganda Output Interregional","0.2490637832803"
"Kalimantan Barat","Jasa Keuangan dan Asuransi","61","K","Angka Pengganda Output Interregional","0.14227946919589"
"Kalimantan Barat","Real Estate","61","L","Angka Pengganda Output Interregional","0.1867363201818"
"Kalimantan Barat","Jasa Perusahaan","61","MN","Angka Pengganda Output Interregional","0.31751047144182"
"Kalimantan Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","61","O","Angka Pengganda Output Interregional","0.31079758661"
"Kalimantan Barat","Jasa Pendidikan","61","P","Angka Pengganda Output Interregional","0.27703681261943"
"Kalimantan Barat","Jasa Kesehatan dan Kegiatan Sosial","61","Q","Angka Pengganda Output Interregional","0.38994075190884"
"Kalimantan Barat","Jasa Lainnya","61","RSTU","Angka Pengganda Output Interregional","0.30689738687059"
"Kalimantan Tengah","Pertanian, Kehutanan, dan Perikanan","62","A","Angka Pengganda Output Interregional","0.21524416889201"
"Kalimantan Tengah","Pertambangan dan Penggalian ","62","B","Angka Pengganda Output Interregional","0.38741111644695"
"Kalimantan Tengah","Industri Pengolahan","62","C","Angka Pengganda Output Interregional","0.3722595191736"
"Kalimantan Tengah","Pengadaan Listrik dan Gas","62","D","Angka Pengganda Output Interregional","1.3545029639073"
"Kalimantan Tengah","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","62","E","Angka Pengganda Output Interregional","0.45866366543834"
"Kalimantan Tengah","Konstruksi","62","F","Angka Pengganda Output Interregional","0.63640069527472"
"Kalimantan Tengah","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","62","G","Angka Pengganda Output Interregional","0.37779971581693"
"Kalimantan Tengah","Transportasi dan Pergudangan ","62","H","Angka Pengganda Output Interregional","0.64260195021989"
"Kalimantan Tengah","Penyediaan Akomodasi dan Makan Minum","62","I","Angka Pengganda Output Interregional","0.34041687891077"
"Kalimantan Tengah","Informasi dan Komunikasi","62","J","Angka Pengganda Output Interregional","0.35389173854471"
"Kalimantan Tengah","Jasa Keuangan dan Asuransi","62","K","Angka Pengganda Output Interregional","0.2291329244119"
"Kalimantan Tengah","Real Estate","62","L","Angka Pengganda Output Interregional","0.27326627060478"
"Kalimantan Tengah","Jasa Perusahaan","62","MN","Angka Pengganda Output Interregional","0.42727581978234"
"Kalimantan Tengah","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","62","O","Angka Pengganda Output Interregional","0.405061282082"
"Kalimantan Tengah","Jasa Pendidikan","62","P","Angka Pengganda Output Interregional","0.28920688462266"
"Kalimantan Tengah","Jasa Kesehatan dan Kegiatan Sosial","62","Q","Angka Pengganda Output Interregional","0.35828064805993"
"Kalimantan Tengah","Jasa Lainnya","62","RSTU","Angka Pengganda Output Interregional","0.37229837949445"
"Kalimantan Selatan","Pertanian, Kehutanan, dan Perikanan","63","A","Angka Pengganda Output Interregional","0.12086471798986"
"Kalimantan Selatan","Pertambangan dan Penggalian ","63","B","Angka Pengganda Output Interregional","0.24054538439456"
"Kalimantan Selatan","Industri Pengolahan","63","C","Angka Pengganda Output Interregional","0.30971544923153"
"Kalimantan Selatan","Pengadaan Listrik dan Gas","63","D","Angka Pengganda Output Interregional","0.42651479218692"
"Kalimantan Selatan","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","63","E","Angka Pengganda Output Interregional","0.33144646157886"
"Kalimantan Selatan","Konstruksi","63","F","Angka Pengganda Output Interregional","0.44541027621242"
"Kalimantan Selatan","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","63","G","Angka Pengganda Output Interregional","0.18513682866953"
"Kalimantan Selatan","Transportasi dan Pergudangan ","63","H","Angka Pengganda Output Interregional","0.30066568259602"
"Kalimantan Selatan","Penyediaan Akomodasi dan Makan Minum","63","I","Angka Pengganda Output Interregional","0.24126131373103"
"Kalimantan Selatan","Informasi dan Komunikasi","63","J","Angka Pengganda Output Interregional","0.24841906690357"
"Kalimantan Selatan","Jasa Keuangan dan Asuransi","63","K","Angka Pengganda Output Interregional","0.11606259866221"
"Kalimantan Selatan","Real Estate","63","L","Angka Pengganda Output Interregional","0.099560503606913"
"Kalimantan Selatan","Jasa Perusahaan","63","MN","Angka Pengganda Output Interregional","0.26111462005366"
"Kalimantan Selatan","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","63","O","Angka Pengganda Output Interregional","0.28773500016705"
"Kalimantan Selatan","Jasa Pendidikan","63","P","Angka Pengganda Output Interregional","0.21122639724667"
"Kalimantan Selatan","Jasa Kesehatan dan Kegiatan Sosial","63","Q","Angka Pengganda Output Interregional","0.34838590428732"
"Kalimantan Selatan","Jasa Lainnya","63","RSTU","Angka Pengganda Output Interregional","0.24888639452888"
"Kalimantan Timur","Pertanian, Kehutanan, dan Perikanan","64","A","Angka Pengganda Output Interregional","0.07419941529116"
"Kalimantan Timur","Pertambangan dan Penggalian ","64","B","Angka Pengganda Output Interregional","0.14719486849388"
"Kalimantan Timur","Industri Pengolahan","64","C","Angka Pengganda Output Interregional","0.15353392955777"
"Kalimantan Timur","Pengadaan Listrik dan Gas","64","D","Angka Pengganda Output Interregional","0.19711743863745"
"Kalimantan Timur","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","64","E","Angka Pengganda Output Interregional","0.14552819477676"
"Kalimantan Timur","Konstruksi","64","F","Angka Pengganda Output Interregional","0.33902120628386"
"Kalimantan Timur","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","64","G","Angka Pengganda Output Interregional","0.17945911744861"
"Kalimantan Timur","Transportasi dan Pergudangan ","64","H","Angka Pengganda Output Interregional","0.13356016566946"
"Kalimantan Timur","Penyediaan Akomodasi dan Makan Minum","64","I","Angka Pengganda Output Interregional","0.23461915459872"
"Kalimantan Timur","Informasi dan Komunikasi","64","J","Angka Pengganda Output Interregional","0.19009206198258"
"Kalimantan Timur","Jasa Keuangan dan Asuransi","64","K","Angka Pengganda Output Interregional","0.08467008373117"
"Kalimantan Timur","Real Estate","64","L","Angka Pengganda Output Interregional","0.088460822188904"
"Kalimantan Timur","Jasa Perusahaan","64","MN","Angka Pengganda Output Interregional","0.24105606069587"
"Kalimantan Timur","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","64","O","Angka Pengganda Output Interregional","0.2612290649073"
"Kalimantan Timur","Jasa Pendidikan","64","P","Angka Pengganda Output Interregional","0.25449665147709"
"Kalimantan Timur","Jasa Kesehatan dan Kegiatan Sosial","64","Q","Angka Pengganda Output Interregional","0.19463032217356"
"Kalimantan Timur","Jasa Lainnya","64","RSTU","Angka Pengganda Output Interregional","0.17610648076066"
"Kalimantan Utara","Pertanian, Kehutanan, dan Perikanan","65","A","Angka Pengganda Output Interregional","0.12073190327715"
"Kalimantan Utara","Pertambangan dan Penggalian ","65","B","Angka Pengganda Output Interregional","0.25460984427309"
"Kalimantan Utara","Industri Pengolahan","65","C","Angka Pengganda Output Interregional","0.28699923177265"
"Kalimantan Utara","Pengadaan Listrik dan Gas","65","D","Angka Pengganda Output Interregional","0.68559011180571"
"Kalimantan Utara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","65","E","Angka Pengganda Output Interregional","0.62013345583132"
"Kalimantan Utara","Konstruksi","65","F","Angka Pengganda Output Interregional","0.39929997850662"
"Kalimantan Utara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","65","G","Angka Pengganda Output Interregional","0.28361368084418"
"Kalimantan Utara","Transportasi dan Pergudangan ","65","H","Angka Pengganda Output Interregional","0.61533443852752"
"Kalimantan Utara","Penyediaan Akomodasi dan Makan Minum","65","I","Angka Pengganda Output Interregional","0.43662237411612"
"Kalimantan Utara","Informasi dan Komunikasi","65","J","Angka Pengganda Output Interregional","0.39363499044294"
"Kalimantan Utara","Jasa Keuangan dan Asuransi","65","K","Angka Pengganda Output Interregional","0.15007270131556"
"Kalimantan Utara","Real Estate","65","L","Angka Pengganda Output Interregional","0.13661623912413"
"Kalimantan Utara","Jasa Perusahaan","65","MN","Angka Pengganda Output Interregional","0.43820435280982"
"Kalimantan Utara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","65","O","Angka Pengganda Output Interregional","0.41403929162911"
"Kalimantan Utara","Jasa Pendidikan","65","P","Angka Pengganda Output Interregional","0.30991618711916"
"Kalimantan Utara","Jasa Kesehatan dan Kegiatan Sosial","65","Q","Angka Pengganda Output Interregional","0.42772893324775"
"Kalimantan Utara","Jasa Lainnya","65","RSTU","Angka Pengganda Output Interregional","0.23141016583162"
"Sulawesi Utara","Pertanian, Kehutanan, dan Perikanan","71","A","Angka Pengganda Output Interregional","0.064291458033072"
"Sulawesi Utara","Pertambangan dan Penggalian ","71","B","Angka Pengganda Output Interregional","0.099980620512367"
"Sulawesi Utara","Industri Pengolahan","71","C","Angka Pengganda Output Interregional","0.32629154648144"
"Sulawesi Utara","Pengadaan Listrik dan Gas","71","D","Angka Pengganda Output Interregional","0.77317112388878"
"Sulawesi Utara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","71","E","Angka Pengganda Output Interregional","0.46909677432425"
"Sulawesi Utara","Konstruksi","71","F","Angka Pengganda Output Interregional","0.3013080125441"
"Sulawesi Utara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","71","G","Angka Pengganda Output Interregional","0.19561172678353"
"Sulawesi Utara","Transportasi dan Pergudangan ","71","H","Angka Pengganda Output Interregional","0.42420733074443"
"Sulawesi Utara","Penyediaan Akomodasi dan Makan Minum","71","I","Angka Pengganda Output Interregional","0.23150781526485"
"Sulawesi Utara","Informasi dan Komunikasi","71","J","Angka Pengganda Output Interregional","0.21508369265686"
"Sulawesi Utara","Jasa Keuangan dan Asuransi","71","K","Angka Pengganda Output Interregional","0.1105588023929"
"Sulawesi Utara","Real Estate","71","L","Angka Pengganda Output Interregional","0.085889478045494"
"Sulawesi Utara","Jasa Perusahaan","71","MN","Angka Pengganda Output Interregional","0.13408837247932"
"Sulawesi Utara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","71","O","Angka Pengganda Output Interregional","0.24524437724424"
"Sulawesi Utara","Jasa Pendidikan","71","P","Angka Pengganda Output Interregional","0.207537853954"
"Sulawesi Utara","Jasa Kesehatan dan Kegiatan Sosial","71","Q","Angka Pengganda Output Interregional","0.32548500589293"
"Sulawesi Utara","Jasa Lainnya","71","RSTU","Angka Pengganda Output Interregional","0.27509336138188"
"Sulawesi Tengah","Pertanian, Kehutanan, dan Perikanan","72","A","Angka Pengganda Output Interregional","0.17595579679575"
"Sulawesi Tengah","Pertambangan dan Penggalian ","72","B","Angka Pengganda Output Interregional","0.31079471336472"
"Sulawesi Tengah","Industri Pengolahan","72","C","Angka Pengganda Output Interregional","0.37288304382848"
"Sulawesi Tengah","Pengadaan Listrik dan Gas","72","D","Angka Pengganda Output Interregional","0.73485930366145"
"Sulawesi Tengah","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","72","E","Angka Pengganda Output Interregional","0.37474362125988"
"Sulawesi Tengah","Konstruksi","72","F","Angka Pengganda Output Interregional","0.46881483843712"
"Sulawesi Tengah","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","72","G","Angka Pengganda Output Interregional","0.37439134147563"
"Sulawesi Tengah","Transportasi dan Pergudangan ","72","H","Angka Pengganda Output Interregional","0.60231164936463"
"Sulawesi Tengah","Penyediaan Akomodasi dan Makan Minum","72","I","Angka Pengganda Output Interregional","0.41079471193811"
"Sulawesi Tengah","Informasi dan Komunikasi","72","J","Angka Pengganda Output Interregional","0.33756550424982"
"Sulawesi Tengah","Jasa Keuangan dan Asuransi","72","K","Angka Pengganda Output Interregional","0.19687122214705"
"Sulawesi Tengah","Real Estate","72","L","Angka Pengganda Output Interregional","0.18622950204104"
"Sulawesi Tengah","Jasa Perusahaan","72","MN","Angka Pengganda Output Interregional","0.38251964233185"
"Sulawesi Tengah","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","72","O","Angka Pengganda Output Interregional","0.47110815468536"
"Sulawesi Tengah","Jasa Pendidikan","72","P","Angka Pengganda Output Interregional","0.32135329196908"
"Sulawesi Tengah","Jasa Kesehatan dan Kegiatan Sosial","72","Q","Angka Pengganda Output Interregional","0.49031999936136"
"Sulawesi Tengah","Jasa Lainnya","72","RSTU","Angka Pengganda Output Interregional","0.38276447672123"
"Sulawesi Selatan","Pertanian, Kehutanan, dan Perikanan","73","A","Angka Pengganda Output Interregional","0.10047188821069"
"Sulawesi Selatan","Pertambangan dan Penggalian ","73","B","Angka Pengganda Output Interregional","0.20713622265799"
"Sulawesi Selatan","Industri Pengolahan","73","C","Angka Pengganda Output Interregional","0.28924853565006"
"Sulawesi Selatan","Pengadaan Listrik dan Gas","73","D","Angka Pengganda Output Interregional","0.52552018367951"
"Sulawesi Selatan","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","73","E","Angka Pengganda Output Interregional","0.22978625970012"
"Sulawesi Selatan","Konstruksi","73","F","Angka Pengganda Output Interregional","0.24877603860978"
"Sulawesi Selatan","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","73","G","Angka Pengganda Output Interregional","0.15345734627688"
"Sulawesi Selatan","Transportasi dan Pergudangan ","73","H","Angka Pengganda Output Interregional","0.483270406342"
"Sulawesi Selatan","Penyediaan Akomodasi dan Makan Minum","73","I","Angka Pengganda Output Interregional","0.16245618739076"
"Sulawesi Selatan","Informasi dan Komunikasi","73","J","Angka Pengganda Output Interregional","0.22127628176776"
"Sulawesi Selatan","Jasa Keuangan dan Asuransi","73","K","Angka Pengganda Output Interregional","0.11706854830755"
"Sulawesi Selatan","Real Estate","73","L","Angka Pengganda Output Interregional","0.095703935204045"
"Sulawesi Selatan","Jasa Perusahaan","73","MN","Angka Pengganda Output Interregional","0.24804222378635"
"Sulawesi Selatan","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","73","O","Angka Pengganda Output Interregional","0.23488447068199"
"Sulawesi Selatan","Jasa Pendidikan","73","P","Angka Pengganda Output Interregional","0.17173691005524"
"Sulawesi Selatan","Jasa Kesehatan dan Kegiatan Sosial","73","Q","Angka Pengganda Output Interregional","0.27116066699226"
"Sulawesi Selatan","Jasa Lainnya","73","RSTU","Angka Pengganda Output Interregional","0.24249367595587"
"Sulawesi Tenggara","Pertanian, Kehutanan, dan Perikanan","74","A","Angka Pengganda Output Interregional","0.062752200258505"
"Sulawesi Tenggara","Pertambangan dan Penggalian ","74","B","Angka Pengganda Output Interregional","0.22911386211384"
"Sulawesi Tenggara","Industri Pengolahan","74","C","Angka Pengganda Output Interregional","0.31915877661614"
"Sulawesi Tenggara","Pengadaan Listrik dan Gas","74","D","Angka Pengganda Output Interregional","0.88175616320988"
"Sulawesi Tenggara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","74","E","Angka Pengganda Output Interregional","0.27963706452184"
"Sulawesi Tenggara","Konstruksi","74","F","Angka Pengganda Output Interregional","0.25764229758884"
"Sulawesi Tenggara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","74","G","Angka Pengganda Output Interregional","0.15662331798384"
"Sulawesi Tenggara","Transportasi dan Pergudangan ","74","H","Angka Pengganda Output Interregional","0.41707253585198"
"Sulawesi Tenggara","Penyediaan Akomodasi dan Makan Minum","74","I","Angka Pengganda Output Interregional","0.37351432637396"
"Sulawesi Tenggara","Informasi dan Komunikasi","74","J","Angka Pengganda Output Interregional","0.2299579483375"
"Sulawesi Tenggara","Jasa Keuangan dan Asuransi","74","K","Angka Pengganda Output Interregional","0.13225666461796"
"Sulawesi Tenggara","Real Estate","74","L","Angka Pengganda Output Interregional","0.038360171749801"
"Sulawesi Tenggara","Jasa Perusahaan","74","MN","Angka Pengganda Output Interregional","0.27063405417972"
"Sulawesi Tenggara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","74","O","Angka Pengganda Output Interregional","0.30037947165982"
"Sulawesi Tenggara","Jasa Pendidikan","74","P","Angka Pengganda Output Interregional","0.25763952312337"
"Sulawesi Tenggara","Jasa Kesehatan dan Kegiatan Sosial","74","Q","Angka Pengganda Output Interregional","0.4150749476082"
"Sulawesi Tenggara","Jasa Lainnya","74","RSTU","Angka Pengganda Output Interregional","0.213710676004"
"Gorontalo","Pertanian, Kehutanan, dan Perikanan","75","A","Angka Pengganda Output Interregional","0.0824967334399"
"Gorontalo","Pertambangan dan Penggalian ","75","B","Angka Pengganda Output Interregional","0.21078565308758"
"Gorontalo","Industri Pengolahan","75","C","Angka Pengganda Output Interregional","0.28090580600851"
"Gorontalo","Pengadaan Listrik dan Gas","75","D","Angka Pengganda Output Interregional","1.0374171123576"
"Gorontalo","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","75","E","Angka Pengganda Output Interregional","0.40872719587271"
"Gorontalo","Konstruksi","75","F","Angka Pengganda Output Interregional","0.28170653783332"
"Gorontalo","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","75","G","Angka Pengganda Output Interregional","0.25126034018666"
"Gorontalo","Transportasi dan Pergudangan ","75","H","Angka Pengganda Output Interregional","0.50053960653242"
"Gorontalo","Penyediaan Akomodasi dan Makan Minum","75","I","Angka Pengganda Output Interregional","0.28489039320528"
"Gorontalo","Informasi dan Komunikasi","75","J","Angka Pengganda Output Interregional","0.2333436181982"
"Gorontalo","Jasa Keuangan dan Asuransi","75","K","Angka Pengganda Output Interregional","0.10718020511925"
"Gorontalo","Real Estate","75","L","Angka Pengganda Output Interregional","0.072379986202709"
"Gorontalo","Jasa Perusahaan","75","MN","Angka Pengganda Output Interregional","0.30844354878828"
"Gorontalo","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","75","O","Angka Pengganda Output Interregional","0.29733040182769"
"Gorontalo","Jasa Pendidikan","75","P","Angka Pengganda Output Interregional","0.23860694912151"
"Gorontalo","Jasa Kesehatan dan Kegiatan Sosial","75","Q","Angka Pengganda Output Interregional","0.38313744123457"
"Gorontalo","Jasa Lainnya","75","RSTU","Angka Pengganda Output Interregional","0.25315045402032"
"Sulawesi Barat","Pertanian, Kehutanan, dan Perikanan","76","A","Angka Pengganda Output Interregional","0.11315713155153"
"Sulawesi Barat","Pertambangan dan Penggalian ","76","B","Angka Pengganda Output Interregional","0.25751662707679"
"Sulawesi Barat","Industri Pengolahan","76","C","Angka Pengganda Output Interregional","0.42366391716946"
"Sulawesi Barat","Pengadaan Listrik dan Gas","76","D","Angka Pengganda Output Interregional","1.6032125445981"
"Sulawesi Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","76","E","Angka Pengganda Output Interregional","0.44531116814551"
"Sulawesi Barat","Konstruksi","76","F","Angka Pengganda Output Interregional","0.59046856591656"
"Sulawesi Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","76","G","Angka Pengganda Output Interregional","0.20090305082866"
"Sulawesi Barat","Transportasi dan Pergudangan ","76","H","Angka Pengganda Output Interregional","0.49976635480196"
"Sulawesi Barat","Penyediaan Akomodasi dan Makan Minum","76","I","Angka Pengganda Output Interregional","0.34558554883331"
"Sulawesi Barat","Informasi dan Komunikasi","76","J","Angka Pengganda Output Interregional","0.19307627222804"
"Sulawesi Barat","Jasa Keuangan dan Asuransi","76","K","Angka Pengganda Output Interregional","0.13118907932893"
"Sulawesi Barat","Real Estate","76","L","Angka Pengganda Output Interregional","0.15875655270002"
"Sulawesi Barat","Jasa Perusahaan","76","MN","Angka Pengganda Output Interregional","0.37225003017368"
"Sulawesi Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","76","O","Angka Pengganda Output Interregional","0.43363600541744"
"Sulawesi Barat","Jasa Pendidikan","76","P","Angka Pengganda Output Interregional","0.26503016457104"
"Sulawesi Barat","Jasa Kesehatan dan Kegiatan Sosial","76","Q","Angka Pengganda Output Interregional","0.45066815250338"
"Sulawesi Barat","Jasa Lainnya","76","RSTU","Angka Pengganda Output Interregional","0.29183372625534"
"Maluku","Pertanian, Kehutanan, dan Perikanan","81","A","Angka Pengganda Output Interregional","0.10645072053503"
"Maluku","Pertambangan dan Penggalian ","81","B","Angka Pengganda Output Interregional","0.18150926829615"
"Maluku","Industri Pengolahan","81","C","Angka Pengganda Output Interregional","0.36610180417221"
"Maluku","Pengadaan Listrik dan Gas","81","D","Angka Pengganda Output Interregional","0.8839496511746"
"Maluku","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","81","E","Angka Pengganda Output Interregional","0.39052728132556"
"Maluku","Konstruksi","81","F","Angka Pengganda Output Interregional","0.43435240910476"
"Maluku","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","81","G","Angka Pengganda Output Interregional","0.29152624273572"
"Maluku","Transportasi dan Pergudangan ","81","H","Angka Pengganda Output Interregional","0.52818163896268"
"Maluku","Penyediaan Akomodasi dan Makan Minum","81","I","Angka Pengganda Output Interregional","0.3264190925599"
"Maluku","Informasi dan Komunikasi","81","J","Angka Pengganda Output Interregional","0.39491970489167"
"Maluku","Jasa Keuangan dan Asuransi","81","K","Angka Pengganda Output Interregional","0.19753939777241"
"Maluku","Real Estate","81","L","Angka Pengganda Output Interregional","0.091549033587577"
"Maluku","Jasa Perusahaan","81","MN","Angka Pengganda Output Interregional","0.3258937211216"
"Maluku","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","81","O","Angka Pengganda Output Interregional","0.45139599114704"
"Maluku","Jasa Pendidikan","81","P","Angka Pengganda Output Interregional","0.32375445894369"
"Maluku","Jasa Kesehatan dan Kegiatan Sosial","81","Q","Angka Pengganda Output Interregional","0.5342721174968"
"Maluku","Jasa Lainnya","81","RSTU","Angka Pengganda Output Interregional","0.38335749193067"
"Maluku Utara","Pertanian, Kehutanan, dan Perikanan","82","A","Angka Pengganda Output Interregional","0.12422508110205"
"Maluku Utara","Pertambangan dan Penggalian ","82","B","Angka Pengganda Output Interregional","0.19357416033309"
"Maluku Utara","Industri Pengolahan","82","C","Angka Pengganda Output Interregional","0.21842588358746"
"Maluku Utara","Pengadaan Listrik dan Gas","82","D","Angka Pengganda Output Interregional","0.88487540494581"
"Maluku Utara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","82","E","Angka Pengganda Output Interregional","0.35776409194532"
"Maluku Utara","Konstruksi","82","F","Angka Pengganda Output Interregional","0.23938496769421"
"Maluku Utara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","82","G","Angka Pengganda Output Interregional","0.19887098503681"
"Maluku Utara","Transportasi dan Pergudangan ","82","H","Angka Pengganda Output Interregional","0.54281601200825"
"Maluku Utara","Penyediaan Akomodasi dan Makan Minum","82","I","Angka Pengganda Output Interregional","0.19967989274638"
"Maluku Utara","Informasi dan Komunikasi","82","J","Angka Pengganda Output Interregional","0.3170153931644"
"Maluku Utara","Jasa Keuangan dan Asuransi","82","K","Angka Pengganda Output Interregional","0.13311065417638"
"Maluku Utara","Real Estate","82","L","Angka Pengganda Output Interregional","0.045404567603213"
"Maluku Utara","Jasa Perusahaan","82","MN","Angka Pengganda Output Interregional","0.37049540287682"
"Maluku Utara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","82","O","Angka Pengganda Output Interregional","0.38383514691229"
"Maluku Utara","Jasa Pendidikan","82","P","Angka Pengganda Output Interregional","0.29473252048182"
"Maluku Utara","Jasa Kesehatan dan Kegiatan Sosial","82","Q","Angka Pengganda Output Interregional","0.47851795151467"
"Maluku Utara","Jasa Lainnya","82","RSTU","Angka Pengganda Output Interregional","0.21804702662"
"Papua Barat","Pertanian, Kehutanan, dan Perikanan","91","A","Angka Pengganda Output Interregional","0.12450337363564"
"Papua Barat","Pertambangan dan Penggalian ","91","B","Angka Pengganda Output Interregional","0.19907015187083"
"Papua Barat","Industri Pengolahan","91","C","Angka Pengganda Output Interregional","0.19002155630108"
"Papua Barat","Pengadaan Listrik dan Gas","91","D","Angka Pengganda Output Interregional","0.43216702147948"
"Papua Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","91","E","Angka Pengganda Output Interregional","0.2330731798726"
"Papua Barat","Konstruksi","91","F","Angka Pengganda Output Interregional","0.30744105981895"
"Papua Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","91","G","Angka Pengganda Output Interregional","0.22425838177228"
"Papua Barat","Transportasi dan Pergudangan ","91","H","Angka Pengganda Output Interregional","0.4583557397824"
"Papua Barat","Penyediaan Akomodasi dan Makan Minum","91","I","Angka Pengganda Output Interregional","0.34927034012912"
"Papua Barat","Informasi dan Komunikasi","91","J","Angka Pengganda Output Interregional","0.26949585687649"
"Papua Barat","Jasa Keuangan dan Asuransi","91","K","Angka Pengganda Output Interregional","0.15655037977437"
"Papua Barat","Real Estate","91","L","Angka Pengganda Output Interregional","0.21614088427533"
"Papua Barat","Jasa Perusahaan","91","MN","Angka Pengganda Output Interregional","0.45841353249797"
